product_id,product_name,aliases,unit,price
CC026,قاهر الدهون ومذيب الشحوم للفرن البوتاجاز 500 مل بخاخ,قاهر الدهون 500 مل بخاخ|منظف بوتاجاز 500 مل بخاخ,قطعة,30.00
CC027,قاهر الدهون ومذيب الشحوم للفرن البوتاجاز 1 لتر إعادة تعبئة,قاهر الدهون 1 لتر إعادة تعبئة|منظف بوتاجاز 1 لتر إعادة تعبئة,قطعة,70.00
CC028,قاهر الدهون ومذيب الشحوم للفرن البوتاجاز 5 لتر جركن,قاهر الدهون 5 لتر جركن|منظف بوتاجاز 5 لتر جركن,جركن,110.00
CC029,قاهر الدهون ومذيب الشحوم للفرن البوتاجاز 20 لتر شوايات,قاهر الدهون 20 لتر شوايات|منظف بوتاجاز 20 لتر شوايات,جركن,150.00
CC030,جل مطهر لليدين بالكحول 70% 60 مل,كحول جل لليدين 60 مل|مطهر ايدين كحول 60 مل,قطعة,10.00
CC031,جل مطهر لليدين بالكحول 70% 100 مل,كحول جل لليدين 100 مل|مطهر ايدين كحول 100 مل,قطعة,35.00
CC032,جل مطهر لليدين بالكحول 70% 500 مل مضخة,كحول جل لليدين 500 مل مضخة|مطهر ايدين كحول 500 مل مضخة,قطعة,60.00
CC033,جل مطهر لليدين بالكحول 70% 1 لتر مضخة,كحول جل لليدين 1 لتر مضخة|مطهر ايدين كحول 1 لتر مضخة,قطعة,85.00
CC034,جل مطهر لليدين بالكحول 70% 5 لتر جركن,كحول جل لليدين 5 لتر جركن|مطهر ايدين كحول 5 لتر جركن,جركن,110.00
CC035,جل مطهر لليدين بالكحول 70% 10 لتر,كحول جل لليدين 10 لتر|مطهر ايدين كحول 10 لتر,جركن,135.00
DT001,مسحوق غسيل أوتوماتيك لافندر الفارس وزن 1 كيلو,مسحوق اتوماتيك الفارس 1 كيلو|صابون بودرة اتوماتيك 1 كيلو,كيس,45.00
DT002,مسحوق غسيل أوتوماتيك لافندر الفارس وزن 3 كيلو,مسحوق اتوماتيك الفارس 3 كيلو|صابون بودرة اتوماتيك 3 كيلو,كيس,85.00
DT003,مسحوق غسيل أوتوماتيك لافندر الفارس وزن 5 كيلو,مسحوق اتوماتيك الفارس 5 كيلو|صابون بودرة اتوماتيك 5 كيلو,كيس,125.00
DT004,مسحوق غسيل أوتوماتيك لافندر الفارس وزن 10 كيلو,مسحوق اتوماتيك الفارس 10 كيلو|صابون بودرة اتوماتيك 10 كيلو,كيس,165.00
DT005,مسحوق غسيل أوتوماتيك لافندر الماسة وزن 5 كيلو,مسحوق اتوماتيك الماسة 5 كيلو|صابون بودرة اتوماتيك 5 كيلو,كيس,205.00
DT006,مسحوق غسيل أوتوماتيك لافندر الماسة وزن 10 كيلو,مسحوق اتوماتيك الماسة 10 كيلو|صابون بودرة اتوماتيك 10 كيلو,كيس,245.00
DT007,مسحوق غسيل يدوي عالي الرغوة الفارس 350 جرام,مسحوق يدوي 350 جرام|صابون عادي عالي الرغوة 350 جرام,كيس,12.00
DT008,مسحوق غسيل يدوي عالي الرغوة الفارس 500 جرام,مسحوق يدوي 500 جرام|صابون عادي عالي الرغوة 500 جرام,كيس,32.00
DT009,مسحوق غسيل يدوي عالي الرغوة الفارس 1 كيلو,مسحوق يدوي 1 كيلو|صابون عادي عالي الرغوة 1 كيلو,كيس,52.00
DT010,مسحوق غسيل يدوي عالي الرغوة الفارس 3 كيلو,مسحوق يدوي 3 كيلو|صابون عادي عالي الرغوة 3 كيلو,كيس,72.00
DT011,مسحوق غسيل يدوي عالي الرغوة الفارس 5 كيلو,مسحوق يدوي 5 كيلو|صابون عادي عالي الرغوة 5 كيلو,كيس,92.00
DT012,منعم ومنشط ملابس وأقمشة برائحة نسيم الصباح 1 لتر,منعم ملابس نسيم الصباح 1 لتر|داوني نسيم الصباح 1 لتر,قطعة,35.00
DT013,منعم ومنشط ملابس وأقمشة برائحة زهور الريف 1 لتر,منعم ملابس زهور الريف 1 لتر|داوني زهور الريف 1 لتر,قطعة,35.00
DT014,منعم ومنشط ملابس وأقمشة برائحة لافندر سحري 1 لتر,منعم ملابس لافندر سحري 1 لتر|داوني لافندر سحري 1 لتر,قطعة,35.00
DT015,منعم ومنشط ملابس وأقمشة برائحة نسيم الصباح 3 لتر,منعم ملابس نسيم الصباح 3 لتر|داوني نسيم الصباح 3 لتر,جركن,85.00
DT016,منعم ومنشط ملابس وأقمشة برائحة زهور الريف 3 لتر,منعم ملابس زهور الريف 3 لتر|داوني زهور الريف 3 لتر,جركن,85.00
DT017,جل غسيل أوتوماتيك مركز للملابس البيضاء 2.5 لتر,جل غسيل للملابس البيضاء 2.5 لتر|برسيل جل للملابس البيضاء 2.5 لتر,جركن,75.00
DT018,جل غسيل أوتوماتيك مركز لالملابس الملونة 2.5 لتر,جل غسيل لالملابس الملونة 2.5 لتر|برسيل جل لالملابس الملونة 2.5 لتر,جركن,75.00
DT019,جل غسيل أوتوماتيك مركز للملابس السوداء والعبايات 2.5 لتر,جل غسيل للملابس السوداء والعبايات 2.5 لتر|برسيل جل للملابس السوداء والعبايات 2.5 لتر,جركن,75.00
DT020,جل غسيل أوتوماتيك مركز للملابس الملونة 4 لتر,جل غسيل للملابس الملونة 4 لتر|برسيل جل للملابس الملونة 4 لتر,جركن,115.00
DT021,جل غسيل أوتوماتيك مركز للملابس السوداء والعبايات 4 لتر,جل غسيل للملابس السوداء والعبايات 4 لتر|برسيل جل للملابس السوداء والعبايات 4 لتر,جركن,115.00
DT022,شامبو ومنظف السجاد والموكيت الرغوي 500 مل,منظف سجاد 500 مل|شامبو سجاد وموكيت 500 مل,قطعة,25.00
DT023,شامبو ومنظف السجاد والموكيت الرغوي 1 لتر,منظف سجاد 1 لتر|شامبو سجاد وموكيت 1 لتر,قطعة,55.00
DT024,شامبو ومنظف السجاد والموكيت الرغوي 3 لتر,منظف سجاد 3 لتر|شامبو سجاد وموكيت 3 لتر,جركن,85.00
DT025,شامبو ومنظف السجاد والموكيت الرغوي 5 لتر,منظف سجاد 5 لتر|شامبو سجاد وموكيت 5 لتر,جركن,115.00
DT026,مستلزمات غسالات الأطباق - ملح غسالة أطباق 1.5 كيلو,ملح غسالة أطباق 1.5 كيلو|منظف غسالة اطباق,قطعة,40.00
DT027,مستلزمات غسالات الأطباق - ملمع ومساعد شطف غسالة أطباق 500 مل,ملمع ومساعد شطف غسالة أطباق 500 مل|منظف غسالة اطباق,قطعة,75.00
DT028,مستلزمات غسالات الأطباق - أقراص غسالة أطباق 30 قرص,أقراص غسالة أطباق 30 قرص|منظف غسالة اطباق,باكو,110.00
DT029,مستلزمات غسالات الأطباق - أقراص غسالة أطباق 60 قرص,أقراص غسالة أطباق 60 قرص|منظف غسالة اطباق,باكو,145.00
DT030,مستلزمات غسالات الأطباق - جل غسالة أطباق مركز 1 لتر,جل غسالة أطباق مركز 1 لتر|منظف غسالة اطباق,قطعة,180.00
DT031,مزيل البقع والزهور ملابس مربك الألوان بودرة 250 جرام,مزيل بقع 250 جرام|بودرة فانيش 250 جرام,باكو,20.00
DT032,مزيل البقع والزهور ملابس مربك الألوان بودرة 500 جرام,مزيل بقع 500 جرام|بودرة فانيش 500 جرام,باكو,45.00
DT033,مزيل البقع والزهور ملابس مزيل بقع الملابس البيضاء 500 جرام,مزيل بقع 500 جرام|بودرة فانيش 500 جرام,باكو,70.00
DT034,مزيل البقع والزهور ملابس مزيل بقع الملون 1 كيلو,مزيل بقع 1 كيلو|بودرة فانيش 1 كيلو,كيس,95.00
DT035,مزيل البقع والزهور ملابس مزيل بقع الملون 2 كيلو,مزيل بقع 2 كيلو|بودرة فانيش 2 كيلو,كيس,120.00
TH001,مناديل وجه سحب ناعمة 3 طبقات عبوة 100 منديل النيل,مناديل سحب 100 منديل|مناديل النيل 100|علبة مناديل 100,باكو,12.00
TH002,مناديل وجه سحب ناعمة 3 طبقات عبوة 200 منديل النيل,مناديل سحب 200 منديل|مناديل النيل 200|علبة مناديل 200,باكو,20.00
TH003,مناديل وجه سحب ناعمة 3 طبقات عبوة 300 منديل النيل,مناديل سحب 300 منديل|مناديل النيل 300|علبة مناديل 300,باكو,28.00
TH004,مناديل وجه سحب ناعمة 3 طبقات عبوة 400 منديل النيل,مناديل سحب 400 منديل|مناديل النيل 400|علبة مناديل 400,باكو,36.00
TH005,مناديل وجه سحب ناعمة 3 طبقات عبوة 500 منديل النيل,مناديل سحب 500 منديل|مناديل النيل 500|علبة مناديل 500,باكو,44.00
TH006,مناديل وجه سحب ناعمة 3 طبقات عبوة 600 منديل النيل,مناديل سحب 600 منديل|مناديل النيل 600|علبة مناديل 600,باكو,52.00
TH007,مناديل مطبخ ورقية امتصاص عالي 2 رول مزدوج 2 طبقة,مناديل مطبخ 2 رول|رول مطبخ 2 حبة,باكو,18.00
TH008,مناديل مطبخ ورقية امتصاص عالي 4 رول مزدوج 2 طبقة,مناديل مطبخ 4 رول|رول مطبخ 4 حبة,باكو,32.00
TH009,مناديل مطبخ ورقية امتصاص عالي 6 رول مزدوج 2 طبقة,مناديل مطبخ 6 رول|رول مطبخ 6 حبة,باكو,46.00
TH010,مناديل مطبخ ورقية امتصاص عالي 2 رول جامبو 3 طبقة,مناديل مطبخ 2 رول|رول مطبخ 2 حبة,باكو,60.00
TH011,مناديل مطبخ ورقية امتصاص عالي 4 رول جامبو 3 طبقة,مناديل مطبخ 4 رول|رول مطبخ 4 حبة,باكو,74.00
TH012,مناديل تواليت وحمام ورقية 6 رول مضغوط 2 طبقة,مناديل تواليت 6 رول|رول حمام 6 حبة,باكو,25.00
TH013,مناديل تواليت وحمام ورقية 12 رول مضغوط 2 طبقة,مناديل تواليت 12 رول|رول حمام 12 حبة,باكو,47.00
TH014,مناديل تواليت وحمام ورقية 24 رول مضغوط 2 طبقة,مناديل تواليت 24 رول|رول حمام 24 حبة,باكو,69.00
TH015,مناديل تواليت وحمام ورقية 6 رول سوبر ناعم 3 طبقة,مناديل تواليت 6 رول|رول حمام 6 حبة,باكو,91.00
TH016,مناديل تواليت وحمام ورقية 12 رول سوبر ناعم 3 طبقة,مناديل تواليت 12 رول|رول حمام 12 حبة,باكو,113.00
TH017,مناديل تواليت وحمام ورقية 24 رول سوبر ناعم 3 طبقة,مناديل تواليت 24 رول|رول حمام 24 حبة,باكو,135.00
TH018,مناديل مبللة وايبس مخصصة للنظافة الشخصية 15 منديل بدون عطر,مناديل مبللة 15 منديل|وايبس 15 منديل|وايبس بدون عطر,باكو,8.00
TH019,مناديل مبللة وايبس مخصصة للنظافة الشخصية 40 منديل برائحة البابونج,مناديل مبللة 40 منديل|وايبس 40 منديل|وايبس برائحة البابونج,باكو,15.00
TH020,مناديل مبللة وايبس مخصصة للنظافة الشخصية 72 منديل برائحة الألوفيرا,مناديل مبللة 72 منديل|وايبس 72 منديل|وايبس برائحة الألوفيرا,باكو,22.00
TH021,مناديل مبللة وايبس مخصصة للنظافة الشخصية 80 منديل للأطفال مرطب,مناديل مبللة 80 منديل|وايبس 80 منديل|وايبس للأطفال مرطب,باكو,29.00
TH022,مناديل مبللة وايبس مخصصة للنظافة الشخصية 100 منديل برائحة اللافندر,مناديل مبللة 100 منديل|وايبس 100 منديل|وايبس برائحة اللافندر,باكو,36.00
TH023,مناديل مبللة وايبس مخصصة للنظافة الشخصية 120 منديل مع غطاء محكم,مناديل مبللة 120 منديل|وايبس 120 منديل|وايبس مع غطاء محكم,باكو,43.00
TH024,مناديل جيب صغيرة ورقية ربطة 10 باكو عادي 10 مناديل,مناديل جيب 10 باكو|باكيت مناديل جيب,باكو,15.00
TH025,مناديل جيب صغيرة ورقية ربطة 10 باكو معطر ليمون,مناديل جيب 10 باكو|باكيت مناديل جيب,باكو,27.00
TH026,مناديل جيب صغيرة ورقية ربطة 20 باكو عادي 10 مناديل,مناديل جيب 20 باكو|باكيت مناديل جيب,باكو,39.00
TH027,مناديل جيب صغيرة ورقية ربطة 20 باكو معطر نعناع,مناديل جيب 20 باكو|باكيت مناديل جيب,باكو,51.00
TH028,مناديل ورقية رول سحب من المنتصف للمطاعم وزن 1 كيلو سحب مركز,مناديل سحب منتصف 1 كيلو|رول سحب مركز 1 كيلو,رول,35.00
TH029,مناديل ورقية رول سحب من المنتصف للمطاعم وزن 1.5 كيلو سحب مركز,مناديل سحب منتصف 1.5 كيلو|رول سحب مركز 1.5 كيلو,رول,53.00
TH030,مناديل ورقية رول سحب من المنتصف للمطاعم وزن 2 كيلو سحب مركز أبيض,مناديل سحب منتصف 2 كيلو|رول سحب مركز 2 كيلو,رول,71.00
TH031,مناديل ورقية رول سحب من المنتصف للمطاعم وزن 2.5 كيلو سحب مركز جامبو,مناديل سحب منتصف 2.5 كيلو|رول سحب مركز 2.5 كيلو,رول,89.00
TH032,رول ملايات ورقية سرير كشف طبي عرض 50 سم طول 50 متر,رول سرير طبي 50 سم|ملايات عيادات ورقية 50 سم,رول,45.00
TH033,رول ملايات ورقية سرير كشف طبي عرض 50 سم طول 100 متر,رول سرير طبي 50 سم|ملايات عيادات ورقية 50 سم,رول,70.00
TH034,رول ملايات ورقية سرير كشف طبي عرض 60 سم طول 50 متر,رول سرير طبي 60 سم|ملايات عيادات ورقية 60 سم,رول,95.00
TH035,رول ملايات ورقية سرير كشف طبي عرض 60 سم طول 100 متر,رول سرير طبي 60 سم|ملايات عيادات ورقية 60 سم,رول,120.00
PB001,أكياس بلاستيك شفاف شفافة لتغليف المنتجات مقاس 20×30 سم (وزن 1 كيلو),اكياس شفاف 20×30|شنط شفاف 20×30|اكياس نايلون 20×30,كيس,45.00
PB002,أكياس بلاستيك شفاف شفافة لتغليف المنتجات مقاس 25×35 سم (وزن 1 كيلو),اكياس شفاف 25×35|شنط شفاف 25×35|اكياس نايلون 25×35,كيس,50.00
PB003,أكياس بلاستيك شفاف شفافة لتغليف المنتجات مقاس 30×40 سم (وزن 1 كيلو),اكياس شفاف 30×40|شنط شفاف 30×40|اكياس نايلون 30×40,كيس,55.00
PB004,أكياس بلاستيك شفاف شفافة لتغليف المنتجات مقاس 40×50 سم (وزن 1 كيلو),اكياس شفاف 40×50|شنط شفاف 40×50|اكياس نايلون 40×50,كيس,60.00
PB005,أكياس بلاستيك شفاف شفافة لتغليف المنتجات مقاس 50×70 سم (وزن 1 كيلو),اكياس شفاف 50×70|شنط شفاف 50×70|اكياس نايلون 50×70,كيس,65.00
PB006,أكياس بلاستيك شفاف شفافة لتغليف المنتجات مقاس 70×100 سم (وزن 1 كيلو),اكياس شفاف 70×100|شنط شفاف 70×100|اكياس نايلون 70×100,كيس,70.00
PB007,أكياس بلاستيك سوداء علاقة يد مقاس 30×40 سم كرتونة 10 كيلو,اكياس سوداء علاقة 30×40|شنط سودا يد 30×40,كرتونة,380.00
PB008,أكياس بلاستيك سوداء علاقة يد مقاس 35×45 سم كرتونة 10 كيلو,اكياس سوداء علاقة 35×45|شنط سودا يد 35×45,كرتونة,420.00
PB009,أكياس بلاستيك سوداء علاقة يد مقاس 40×50 سم كرتونة 10 كيلو,اكياس سوداء علاقة 40×50|شنط سودا يد 40×50,كرتونة,460.00
PB010,أكياس بلاستيك سوداء علاقة يد مقاس 50×60 سم كرتونة 10 كيلو,اكياس سوداء علاقة 50×60|شنط سودا يد 50×60,كرتونة,500.00
PB011,أكياس بلاستيك سوداء علاقة يد مقاس 60×70 سم كرتونة 10 كيلو,اكياس سوداء علاقة 60×70|شنط سودا يد 60×70,كرتونة,540.00
PB012,أكياس بلاستيك سوداء علاقة يد مقاس 70×90 سم كرتونة 10 كيلو,اكياس سوداء علاقة 70×90|شنط سودا يد 70×90,كرتونة,580.00
PB013,أكياس بلاستيك تسوق علاقة لون أبيض مقاس 25×35 سم ربطة 1 كيلو,اكياس تسوق أبيض 25×35|شنط علاقة أبيض 25×35,كيس,50.00
PB014,أكياس بلاستيك تسوق علاقة لون أبيض مقاس 30×40 سم ربطة 1 كيلو,اكياس تسوق أبيض 30×40|شنط علاقة أبيض 30×40,كيس,56.00
PB015,أكياس بلاستيك تسوق علاقة لون أبيض مقاس 40×50 سم ربطة 1 كيلو,اكياس تسوق أبيض 40×50|شنط علاقة أبيض 40×50,كيس,62.00
PB016,أكياس بلاستيك تسوق علاقة لون أزرق مقاس 30×40 سم ربطة 1 كيلو,اكياس تسوق أزرق 30×40|شنط علاقة أزرق 30×40,كيس,68.00
PB017,أكياس بلاستيك تسوق علاقة لون أزرق مقاس 40×50 سم ربطة 1 كيلو,اكياس تسوق أزرق 40×50|شنط علاقة أزرق 40×50,كيس,74.00
PB018,أكياس بلاستيك تسوق علاقة لون أزرق مقاس 50×60 سم ربطة 1 كيلو,اكياس تسوق أزرق 50×60|شنط علاقة أزرق 50×60,كيس,80.00
PB019,أكياس بلاستيك زيبللوك بسحاب إغلاق محكم مقاس 6×8 سم باكو 100 كيس,اكياس زيبلوك 6×8|اكياس سوستة 6×8|شنط زيبلوك 6×8,باكو,18.00
PB020,أكياس بلاستيك زيبللوك بسحاب إغلاق محكم مقاس 8×12 سم باكو 100 كيس,اكياس زيبلوك 8×12|اكياس سوستة 8×12|شنط زيبلوك 8×12,باكو,28.00
PB021,أكياس بلاستيك زيبللوك بسحاب إغلاق محكم مقاس 10×15 سم باكو 100 كيس,اكياس زيبلوك 10×15|اكياس سوستة 10×15|شنط زيبلوك 10×15,باكو,38.00
PB022,أكياس بلاستيك زيبللوك بسحاب إغلاق محكم مقاس 15×20 سم باكو 100 كيس,اكياس زيبلوك 15×20|اكياس سوستة 15×20|شنط زيبلوك 15×20,باكو,48.00
PB023,أكياس بلاستيك زيبللوك بسحاب إغلاق محكم مقاس 20×25 سم باكو 100 كيس,اكياس زيبلوك 20×25|اكياس سوستة 20×25|شنط زيبلوك 20×25,باكو,58.00
PB024,أكياس بلاستيك زيبللوك بسحاب إغلاق محكم مقاس 25×35 سم باكو 100 كيس,اكياس زيبلوك 25×35|اكياس سوستة 25×35|شنط زيبلوك 25×35,باكو,68.00
PB025,أكياس بلاستيك سميكة عالية الكثافة للمصانع مقاس 40×60 سم وزن 5 كيلو,اكياس تقيلة 40×60|أكياس مصانع سميكة 40×60,كيس,220.00
PB026,أكياس بلاستيك سميكة عالية الكثافة للمصانع مقاس 50×70 سم وزن 5 كيلو,اكياس تقيلة 50×70|أكياس مصانع سميكة 50×70,كيس,255.00
PB027,أكياس بلاستيك سميكة عالية الكثافة للمصانع مقاس 60×80 سم وزن 5 كيلو,اكياس تقيلة 60×80|أكياس مصانع سميكة 60×80,كيس,290.00
PB028,أكياس بلاستيك سميكة عالية الكثافة للمصانع مقاس 70×100 سم وزن 5 كيلو,اكياس تقيلة 70×100|أكياس مصانع سميكة 70×100,كيس,325.00
PB029,أكياس بلاستيك سميكة عالية الكثافة للمصانع مقاس 80×110 سم وزن 5 كيلو,اكياس تقيلة 80×110|أكياس مصانع سميكة 80×110,كيس,360.00
PB030,أكياس بلاستيك سميكة عالية الكثافة للمصانع مقاس 90×120 سم وزن 5 كيلو,اكياس تقيلة 90×120|أكياس مصانع سميكة 90×120,كيس,395.00
PB031,أكياس التفريغ من الهواء فاليوم وحفظ الطعام مقاس 15×25 سم باكو 50 كيس,اكياس فاكيوم 15×25|اكياس تفريغ هواء 15×25,باكو,40.00
PB032,أكياس التفريغ من الهواء فاليوم وحفظ الطعام مقاس 20×30 سم باكو 50 كيس,اكياس فاكيوم 20×30|اكياس تفريغ هواء 20×30,باكو,55.00
PB033,أكياس التفريغ من الهواء فاليوم وحفظ الطعام مقاس 25×35 سم باكو 50 كيس,اكياس فاكيوم 25×35|اكياس تفريغ هواء 25×35,باكو,70.00
PB034,أكياس التفريغ من الهواء فاليوم وحفظ الطعام مقاس 30×40 سم باكو 50 كيس,اكياس فاكيوم 30×40|اكياس تفريغ هواء 30×40,باكو,85.00
PB035,أكياس التفريغ من الهواء فاليوم وحفظ الطعام مقاس 40×50 سم باكو 50 كيس,اكياس فاكيوم 40×50|اكياس تفريغ هواء 40×50,باكو,100.00
GB001,أكياس قمامة سوداء سميكة جداً رول مقاس 50×70 سم سمك 55 ميلا,اكياس قمامة سوداء 50×70|رول زبالة اسود 50×70|شنط قمامة 50×70,رول,25.00
GB002,أكياس قمامة سوداء سميكة جداً رول مقاس 70×90 سم سمك 55 ميلا,اكياس قمامة سوداء 70×90|رول زبالة اسود 70×90|شنط قمامة 70×90,رول,40.00
GB003,أكياس قمامة سوداء سميكة جداً رول مقاس 80×100 سم سمك 55 ميلا,اكياس قمامة سوداء 80×100|رول زبالة اسود 80×100|شنط قمامة 80×100,رول,55.00
GB004,أكياس قمامة سوداء سميكة جداً رول مقاس 90×120 سم سمك 55 ميلا,اكياس قمامة سوداء 90×120|رول زبالة اسود 90×120|شنط قمامة 90×120,رول,70.00
GB005,أكياس قمامة سوداء سميكة جداً رول مقاس 100×140 سم سمك 55 ميلا,اكياس قمامة سوداء 100×140|رول زبالة اسود 100×140|شنط قمامة 100×140,رول,85.00
GB006,أكياس قمامة سوداء سميكة جداً رول مقاس 120×150 سم سمك 55 ميلا,اكياس قمامة سوداء 120×150|رول زبالة اسود 120×150|شنط قمامة 120×150,رول,100.00
GB007,أكياس زبالة وقمامة برباط شداد معطرة برائحة اللافندر سعة 30 لتر رول 15 كيس,اكياس زبالة برباط لافندر 30 لتر|شنط برباط معطرة 30 لتر,رول,28.00
GB008,أكياس زبالة وقمامة برباط شداد معطرة برائحة الليمون سعة 30 لتر رول 15 كيس,اكياس زبالة برباط ليمون 30 لتر|شنط برباط معطرة 30 لتر,رول,34.00
GB009,أكياس زبالة وقمامة برباط شداد معطرة برائحة الصنوبر سعة 50 لتر رول 15 كيس,اكياس زبالة برباط صنوبر 50 لتر|شنط برباط معطرة 50 لتر,رول,40.00
GB010,أكياس زبالة وقمامة برباط شداد معطرة برائحة اللافندر سعة 50 لتر رول 15 كيس,اكياس زبالة برباط لافندر 50 لتر|شنط برباط معطرة 50 لتر,رول,46.00
GB011,أكياس زبالة وقمامة برباط شداد معطرة برائحة النعناع سعة 70 لتر رول 15 كيس,اكياس زبالة برباط نعناع 70 لتر|شنط برباط معطرة 70 لتر,رول,52.00
GB012,أكياس زبالة وقمامة برباط شداد معطرة برائحة البرتقال سعة 70 لتر رول 15 كيس,اكياس زبالة برباط برتقال 70 لتر|شنط برباط معطرة 70 لتر,رول,58.00
GB013,أكياس نفايات ومخلفات طبية لون أصفر نفايات طبية مقاس 50×70 سم رول 20 كيس,اكياس نفايات طبية أصفر نفايات طبية 50×70|أكياس نفايات خطرة 50×70,رول,45.00
GB014,أكياس نفايات ومخلفات طبية لون أصفر نفايات طبية مقاس 70×90 سم رول 20 كيس,اكياس نفايات طبية أصفر نفايات طبية 70×90|أكياس نفايات خطرة 70×90,رول,57.00
GB015,أكياس نفايات ومخلفات طبية لون أصفر نفايات طبية مقاس 90×120 سم رول 20 كيس,اكياس نفايات طبية أصفر نفايات طبية 90×120|أكياس نفايات خطرة 90×120,رول,69.00
GB016,أكياس نفايات ومخلفات طبية لون أحمر نفايات خطرة مقاس 50×70 سم رول 20 كيس,اكياس نفايات طبية أحمر نفايات خطرة 50×70|أكياس نفايات خطرة 50×70,رول,81.00
GB017,أكياس نفايات ومخلفات طبية لون أحمر نفايات خطرة مقاس 70×90 سم رول 20 كيس,اكياس نفايات طبية أحمر نفايات خطرة 70×90|أكياس نفايات خطرة 70×90,رول,93.00
GB018,أكياس نفايات ومخلفات طبية لون أحمر نفايات خطرة مقاس 90×120 سم رول 20 كيس,اكياس نفايات طبية أحمر نفايات خطرة 90×120|أكياس نفايات خطرة 90×120,رول,105.00
